informal_stmt,formal_stmt,header,proof_state,mathlib_dependencies,hard_dependencies,source,problem_name,full_name,problem_type,split
"Let $H$ be the subgroup generated by two elements $a, b$ of a group $G$. Prove that if $a b=b a$, then $H$ is an abelian group.","theorem exercise_2_2_9 {G : Type*} [Group G] {a b : G}
  (h : a * b = b * a) :
  ∀ x y : closure {x | x = a ∨ x = b}, x*y = y*x :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
a, b : G
h : a * b = b * a
⊢ ∀ (x y : ↥(Subgroup.closure {x | x = a ∨ x = b})), x * y = y * x","['Group', 'Subgroup.closure']",[],Artin,exercise_2_2_9,Artin.exercise_2_2_9,proof,test
Prove that the products $a b$ and $b a$ are conjugate elements in a group.,"theorem exercise_2_3_2 {G : Type*} [Group G] (a b : G) :
  ∃ g : G, b* a = g * a * b * g⁻¹ :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
a, b : G
⊢ ∃ g, b * a = g * a * b * g⁻¹",['Group'],[],Artin,exercise_2_3_2,Artin.exercise_2_3_2,proof,test
"Prove that if a group contains exactly one element of order 2 , then that element is in the center of the group.","theorem exercise_2_4_19 {G : Type*} [Group G] {x : G}
  (hx : orderOf x = 2) (hx1 : ∀ y, orderOf y = 2 → y = x) :
  x ∈ center G :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
x : G
hx : orderOf x = 2
hx1 : ∀ (y : G), orderOf y = 2 → y = x
⊢ x ∈ Subgroup.center G","['Group', 'orderOf', 'Subgroup.center']",[],Artin,exercise_2_4_19,Artin.exercise_2_4_19,proof,test
Prove that the center of the product of two groups is the product of their centers.,"theorem exercise_2_8_6 {G H : Type*} [Group G] [Group H] :
  center (G × H) ≃* (center G) × (center H) :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","G : Type u_1
H : Type u_2
inst✝¹ : Group G
inst✝ : Group H
⊢ ↥(Subgroup.center (G × H)) ≃* ↥(Subgroup.center G) × ↥(Subgroup.center H)","['Group', 'Subgroup.center']",[],Artin,exercise_2_8_6,Artin.exercise_2_8_6,proof,test
Prove that a group of even order contains an element of order $2 .$,"theorem exercise_2_11_3 {G : Type*} [Group G] [Fintype G]
  (hG : Even (card G)) : ∃ x : G, orderOf x = 2 :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝¹ : Group G
inst✝ : Fintype G
hG : Even (Fintype.card G)
⊢ ∃ x, orderOf x = 2","['Group', 'Fintype', 'Even', 'Fintype.card', 'orderOf']",[],Artin,exercise_2_11_3,Artin.exercise_2_11_3,proof,test
Prove that every homomorphism of fields is injective.,"theorem exercise_3_2_7 {F : Type*} [Field F] {G : Type*} [Field G]
  (φ : F →+* G) : Injective φ :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","F : Type u_1
inst✝¹ : Field F
G : Type u_2
inst✝ : Field G
φ : F →+* G
⊢ Function.Injective ⇑φ","['Field', 'Function.Injective']",[],Artin,exercise_3_2_7,Artin.exercise_3_2_7,proof,test
Let $V$ be a vector space which is spanned by a countably infinite set. Prove that every linearly independent subset of $V$ is finite or countably infinite.,"theorem exercise_3_5_6 {K V : Type*} [Field K] [AddCommGroup V]
  [Module K V] {S : Set V} (hS : Set.Countable S)
  (hS1 : span K S = ⊤) {ι : Type*} (R : ι → V)
  (hR : LinearIndependent K R) : Countable ι :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","K : Type u_1
V : Type u_2
inst✝² : Field K
inst✝¹ : AddCommGroup V
inst✝ : Module K V
S : Set V
hS : Set.Countable S
hS1 : Submodule.span K S = ⊤
ι : Type u_3
R : ι → V
hR : LinearIndependent K R
⊢ Countable ι","['Field', 'AddCommGroup', 'Module', 'Set', 'Set.Countable', 'Submodule.span', 'LinearIndependent', 'Countable']",[],Artin,exercise_3_5_6,Artin.exercise_3_5_6,proof,test
Let $V$ be a vector space over an infinite field $F$. Prove that $V$ is not the union of finitely many proper subspaces.,"theorem exercise_3_7_2 {K V : Type*} [Field K] [AddCommGroup V]
  [Module K V] {ι : Type*} [Fintype ι] (γ : ι → Submodule K V)
  (h : ∀ i : ι, γ i ≠ ⊤) :
  (⋂ (i : ι), (γ i : Set V)) ≠ ⊤ :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","K : Type u_1
V : Type u_2
inst✝³ : Field K
inst✝² : AddCommGroup V
inst✝¹ : Module K V
ι : Type u_3
inst✝ : Fintype ι
γ : ι → Submodule K V
h : ∀ (i : ι), γ i ≠ ⊤
⊢ ⋂ i, ↑(γ i) ≠ ⊤","['Field', 'AddCommGroup', 'Module', 'Fintype', 'Submodule']",[],Artin,exercise_3_7_2,Artin.exercise_3_7_2,proof,test
"Let $Z$ be the center of a group $G$. Prove that if $G / Z$ is a cyclic group, then $G$ is abelian and hence $G=Z$.","theorem exercise_6_1_14 (G : Type*) [Group G]
  (hG : IsCyclic $ G ⧸ (center G)) :
  center G = ⊤  :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
hG : IsCyclic (G ⧸ Subgroup.center G)
⊢ Subgroup.center G = ⊤","['Group', 'IsCyclic', 'Subgroup.center']",[],Artin,exercise_6_1_14,Artin.exercise_6_1_14,proof,test
"Prove that no group of order $p q$, where $p$ and $q$ are prime, is simple.","theorem exercise_6_4_2 {G : Type*} [Group G] [Fintype G] {p q : ℕ}
  (hp : Prime p) (hq : Prime q) (hG : card G = p*q) :
  IsSimpleGroup G → False :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝¹ : Group G
inst✝ : Fintype G
p, q : ℕ
hp : Prime p
hq : Prime q
hG : Fintype.card G = p * q
⊢ IsSimpleGroup G → Bool.false = Bool.true","['Group', 'Fintype', 'Prime', 'Fintype.card', 'IsSimpleGroup', 'Bool.false', 'Bool.true']",[],Artin,exercise_6_4_2,Artin.exercise_6_4_2,proof,test
"Prove that no group of order $p^2 q$, where $p$ and $q$ are prime, is simple.","theorem exercise_6_4_3 {G : Type*} [Group G] [Fintype G] {p q : ℕ}
  (hp : Prime p) (hq : Prime q) (hG : card G = p^2 *q) :
  IsSimpleGroup G → False :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝¹ : Group G
inst✝ : Fintype G
p, q : ℕ
hp : Prime p
hq : Prime q
hG : Fintype.card G = p ^ 2 * q
⊢ IsSimpleGroup G → Bool.false = Bool.true","['Group', 'Fintype', 'Prime', 'Fintype.card', 'IsSimpleGroup', 'Bool.false', 'Bool.true']",[],Artin,exercise_6_4_3,Artin.exercise_6_4_3,proof,test
Prove that no group of order 224 is simple.,"theorem exercise_6_4_12 {G : Type*} [Group G] [Fintype G]
  (hG : card G = 224) :
  IsSimpleGroup G → False :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝¹ : Group G
inst✝ : Fintype G
hG : Fintype.card G = 224
⊢ IsSimpleGroup G → Bool.false = Bool.true","['Group', 'Fintype', 'Fintype.card', 'IsSimpleGroup', 'Bool.false', 'Bool.true']",[],Artin,exercise_6_4_12,Artin.exercise_6_4_12,proof,test
"Prove that two elements $a, b$ of a group generate the same subgroup as $b a b^2, b a b^3$.","theorem exercise_6_8_1 {G : Type*} [Group G]
  (a b : G) : closure ({a, b} : Set G) = Subgroup.closure {b*a*b^2, b*a*b^3} :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
a, b : G
⊢ Subgroup.closure {a, b} = Subgroup.closure {b * a * b ^ 2, b * a * b ^ 3}","['Group', 'Subgroup.closure']",[],Artin,exercise_6_8_1,Artin.exercise_6_8_1,proof,test
"An element $x$ of a ring $R$ is called nilpotent if some power of $x$ is zero. Prove that if $x$ is nilpotent, then $1+x$ is a unit in $R$.","theorem exercise_10_1_13 {R : Type*} [Ring R] {x : R}
  (hx : IsNilpotent x) : IsUnit (1 + x) :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","R : Type u_1
inst✝ : Ring R
x : R
hx : IsNilpotent x
⊢ IsUnit (1 + x)","['Ring', 'IsNilpotent', 'IsUnit']",[],Artin,exercise_10_1_13,Artin.exercise_10_1_13,proof,test
"Prove that in the ring $\mathbb{Z}[x],(2) \cap(x)=(2 x)$.","theorem exercise_10_2_4 :
  span ({2} : Set $ Polynomial ℤ) ⊓ (span {X}) =
  span ({2 * X} : Set $ Polynomial ℤ) :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


",⊢ Ideal.span {2} ⊓ Ideal.span {Polynomial.X} = Ideal.span {2 * Polynomial.X},"['Ideal.span', 'Polynomial.X']",[],Artin,exercise_10_2_4,Artin.exercise_10_2_4,proof,test
Prove that every nonzero ideal in the ring of Gauss integers contains a nonzero integer.,"theorem exercise_10_6_7 {I : Ideal GaussianInt}
  (hI : I ≠ ⊥) : ∃ (z : I), z ≠ 0 ∧ (z : GaussianInt).im = 0 :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","I : Ideal GaussianInt
hI : I ≠ ⊥
⊢ ∃ z, z ≠ 0 ∧ (↑z).im = 0","['Ideal', 'GaussianInt']",[],Artin,exercise_10_6_7,Artin.exercise_10_6_7,proof,test
"Let $I, J$ be ideals in a ring $R$. Prove that the residue of any element of $I \cap J$ in $R / I J$ is nilpotent.","theorem exercise_10_4_6 {R : Type*} [CommRing R]
  [NoZeroDivisors R] (I J : Ideal R) (x : ↑(I ⊓ J)) :
  IsNilpotent ((Ideal.Quotient.mk (I*J)) x) :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","R : Type u_1
inst✝¹ : CommRing R
inst✝ : NoZeroDivisors R
I, J : Ideal R
x : ↥(I ⊓ J)
⊢ IsNilpotent ((Ideal.Quotient.mk (I * J)) ↑x)","['CommRing', 'NoZeroDivisors', 'Ideal', 'IsNilpotent', 'Ideal.Quotient.mk']",[],Artin,exercise_10_4_6,Artin.exercise_10_4_6,proof,test
"Let $I, J$ be ideals of a ring $R$ such that $I+J=R$. Prove that $I J=I \cap J$.","theorem exercise_10_4_7a {R : Type*} [CommRing R] [NoZeroDivisors R]
  (I J : Ideal R) (hIJ : I + J = ⊤) : I * J = I ⊓ J :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","R : Type u_1
inst✝¹ : CommRing R
inst✝ : NoZeroDivisors R
I, J : Ideal R
hIJ : I + J = ⊤
⊢ I * J = I ⊓ J","['CommRing', 'NoZeroDivisors', 'Ideal']",[],Artin,exercise_10_4_7a,Artin.exercise_10_4_7a,proof,test
"Let $R$ be a ring, with $M$ an ideal of $R$. Suppose that every element of $R$ which is not in $M$ is a unit of $R$. Prove that $M$ is a maximal ideal and that moreover it is the only maximal ideal of $R$.","theorem exercise_10_7_10 {R : Type*} [Ring R]
  (M : Ideal R) (hM : ∀ (x : R), x ∉ M → IsUnit x)
  (hProper : ∃ x : R, x ∉ M) :
  IsMaximal M ∧ ∀ (N : Ideal R), IsMaximal N → N = M :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","R : Type u_1
inst✝ : Ring R
M : Ideal R
hM : ∀ x ∉ M, IsUnit x
hProper : ∃ x, x ∉ M
⊢ Ideal.IsMaximal M ∧ ∀ (N : Ideal R), Ideal.IsMaximal N → N = M","['Ring', 'Ideal', 'IsUnit', 'Ideal.IsMaximal']",[],Artin,exercise_10_7_10,Artin.exercise_10_7_10,proof,test
"If $a, b$ are integers and if $a$ divides $b$ in the ring of Gauss integers, then $a$ divides $b$ in $\mathbb{Z}$.","theorem exercise_11_2_13 (a b : ℤ) :
  (ofInt a : GaussianInt) ∣ ofInt b → a ∣ b :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","a, b : ℤ
⊢ Zsqrtd.ofInt a ∣ Zsqrtd.ofInt b → a ∣ b",['Zsqrtd.ofInt'],[],Artin,exercise_11_2_13,Artin.exercise_11_2_13,proof,test
Prove that $x^3 + 6x + 12$ is irreducible in $\mathbb{Q}$.,"theorem exercise_11_4_1b {F : Type*} [Field F] [Fintype F] (hF : card F = 2) :
  Irreducible (12 + 6 * X + X ^ 3 : Polynomial F) :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","F : Type u_1
inst✝¹ : Field F
inst✝ : Fintype F
hF : Fintype.card F = 2
⊢ Irreducible (12 + 6 * Polynomial.X + Polynomial.X ^ 3)","['Field', 'Fintype', 'Fintype.card', 'Irreducible', 'Polynomial.X']",[],Artin,exercise_11_4_1b,Artin.exercise_11_4_1b,proof,test
Prove that $x^2+x+1$ is irreducible in the field $\mathbb{F}_2$.,"theorem exercise_11_4_6a {F : Type*} [Field F] [Fintype F] (hF : card F = 7) :
  Irreducible (X ^ 2 + 1 : Polynomial F) :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","F : Type u_1
inst✝¹ : Field F
inst✝ : Fintype F
hF : Fintype.card F = 7
⊢ Irreducible (Polynomial.X ^ 2 + 1)","['Field', 'Fintype', 'Fintype.card', 'Irreducible', 'Polynomial.X']",[],Artin,exercise_11_4_6a,Artin.exercise_11_4_6a,proof,test
Prove that $x^2+1$ is irreducible in $\mathbb{F}_7$,"theorem exercise_11_4_6b {F : Type*} [Field F] [Fintype F] (hF : card F = 31) :
  Irreducible (X ^ 3 - 9 : Polynomial F) :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","F : Type u_1
inst✝¹ : Field F
inst✝ : Fintype F
hF : Fintype.card F = 31
⊢ Irreducible (Polynomial.X ^ 3 - 9)","['Field', 'Fintype', 'Fintype.card', 'Irreducible', 'Polynomial.X']",[],Artin,exercise_11_4_6b,Artin.exercise_11_4_6b,proof,test
Prove that $x^3 - 9$ is irreducible in $\mathbb{F}_{31}$.,"theorem exercise_11_4_6c : Irreducible (X^3 - 9 : Polynomial (ZMod 31)) :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


",⊢ Irreducible (Polynomial.X ^ 3 - 9),"['Irreducible', 'Polynomial.X']",[],Artin,exercise_11_4_6c,Artin.exercise_11_4_6c,proof,test
Let $p$ be a prime integer. Prove that the polynomial $x^n-p$ is irreducible in $\mathbb{Q}[x]$.,"theorem exercise_11_4_8 (p : ℕ) (hp : Prime p) (n : ℕ) :
  -- p ∈ ℕ can be written as p ∈ ℚ[X]
  Irreducible (X ^ n - (p : Polynomial ℚ) : Polynomial ℚ) :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","p : ℕ
hp : Prime p
n : ℕ
⊢ Irreducible (Polynomial.X ^ n - ↑p)","['Prime', 'Irreducible', 'Polynomial.X']",[],Artin,exercise_11_4_8,Artin.exercise_11_4_8,proof,test
Prove that there are infinitely many primes congruent to $-1$ (modulo $4$).,"theorem exercise_11_13_3 (N : ℕ):
  ∃ p ≥ N, Nat.Prime p ∧ p + 1 ≡ 0 [MOD 4] :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","N : ℕ
⊢ ∃ p ≥ N, Nat.Prime p ∧ p + 1 ≡ 0 [MOD 4]",['Nat.Prime'],[],Artin,exercise_11_13_3,Artin.exercise_11_13_3,proof,test
"Prove that if a prime integer $p$ has the form $2^r+1$, then it actually has the form $2^{2^k}+1$.","theorem exercise_13_4_10
    {p : ℕ} {hp : Nat.Prime p} (h : ∃ r : ℕ, p = 2 ^ r + 1) :
    ∃ (k : ℕ), p = 2 ^ (2 ^ k) + 1 :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","p : ℕ
hp : Nat.Prime p
h : ∃ r, p = 2 ^ r + 1
⊢ ∃ k, p = 2 ^ 2 ^ k + 1",['Nat.Prime'],[],Artin,exercise_13_4_10,Artin.exercise_13_4_10,proof,test
Let $K$ be a finite field. Prove that the product of the nonzero elements of $K$ is $-1$.,"theorem exercise_13_6_10 {K : Type*} [Field K] [Fintype Kˣ] :
  (∏ x : Kˣ,  x) = -1 :=
sorry","import Mathlib

open Function Fintype Subgroup Ideal Polynomial Submodule Zsqrtd
open scoped BigOperators
noncomputable section


","K : Type u_1
inst✝¹ : Field K
inst✝ : Fintype Kˣ
⊢ ∏ x : Kˣ, x = -1","['Field', 'Fintype']",[],Artin,exercise_13_6_10,Artin.exercise_13_6_10,proof,test
"Let $(p_n)$ be a sequence and $f:\mathbb{N}\to\mathbb{N}$. The sequence $(q_k)_{k\in\mathbb{N}}$ with $q_k=p_{f(k)}$ is called a rearrangement of $(p_n)$. Show that if $f$ is an injection, the limit of a sequence is unaffected by rearrangement.","theorem exercise_2_12a (f : ℕ → ℕ) (p : ℕ → ℝ) (a : ℝ)
  (hf : Injective f) (hp : Tendsto p atTop (𝓝 a)) :
  Tendsto (λ n => p (f n)) atTop (𝓝 a) :=
sorry","import Mathlib

open Filter Real Function
open scoped Topology
noncomputable section


","f : ℕ → ℕ
p : ℕ → ℝ
a : ℝ
hf : Function.Injective f
hp : Filter.Tendsto p Filter.atTop (𝓝 a)
⊢ Filter.Tendsto (fun n ↦ p (f n)) Filter.atTop (𝓝 a)","['Function.Injective', 'Filter.Tendsto', 'Filter.atTop']",[],Pugh,exercise_2_12a,Pugh.exercise_2_12a,proof,test
Prove that a set $U \subset M$ is open if and only if none of its points are limits of its complement.,"theorem exercise_2_26 {M : Type*} [TopologicalSpace M]
  (U : Set M) : IsOpen U ↔ ∀ x ∈ U, ¬ ClusterPt x (𝓟 Uᶜ) :=
sorry","import Mathlib

open Filter Real Function
open scoped Topology
noncomputable section


","M : Type u_1
inst✝ : TopologicalSpace M
U : Set M
⊢ IsOpen U ↔ ∀ x ∈ U, ¬ClusterPt x (𝓟 Uᶜ)","['TopologicalSpace', 'Set', 'IsOpen', 'ClusterPt']",[],Pugh,exercise_2_26,Pugh.exercise_2_26,proof,test
"Let $\mathcal{T}$ be the collection of open subsets of a metric space $\mathrm{M}$, and $\mathcal{K}$ the collection of closed subsets. Show that there is a bijection from $\mathcal{T}$ onto $\mathcal{K}$.","theorem exercise_2_29 (M : Type*) [MetricSpace M]
  (O C : Set (Set M))
  (hO : O = {s | IsOpen s})
  (hC : C = {s | IsClosed s}) :
  ∃ f : O → C, Bijective f :=
sorry","import Mathlib

open Filter Real Function
open scoped Topology
noncomputable section


","M : Type u_1
inst✝ : MetricSpace M
O, C : Set (Set M)
hO : O = {s | IsOpen s}
hC : C = {s | IsClosed s}
⊢ ∃ f, Function.Bijective f","['MetricSpace', 'Set', 'IsOpen', 'IsClosed', 'Function.Bijective']",[],Pugh,exercise_2_29,Pugh.exercise_2_29,proof,test
Show that every subset of $\mathbb{N}$ is clopen.,"theorem exercise_2_32a (A : Set ℕ) : IsClopen A :=
sorry","import Mathlib

open Filter Real Function
open scoped Topology
noncomputable section


","A : Set ℕ
⊢ IsClopen A","['Set', 'IsClopen']",[],Pugh,exercise_2_32a,Pugh.exercise_2_32a,proof,test
Let $\|\cdot\|$ be any norm on $\mathbb{R}^{m}$ and let $B=\left\{x \in \mathbb{R}^{m}:\|x\| \leq 1\right\}$. Prove that $B$ is compact.,"theorem exercise_2_41 (m : ℕ) {X : Type*} [NormedSpace ℝ ((Fin m) → ℝ)] :
  IsCompact (Metric.closedBall 0 1) :=
sorry","import Mathlib

open Filter Real Function
open scoped Topology
noncomputable section


","m : ℕ
X : Type u_1
inst✝ : NormedSpace ℝ (Fin m → ℝ)
⊢ IsCompact (Metric.closedBall 0 1)","['NormedSpace', 'Fin', 'IsCompact', 'Metric.closedBall']",[],Pugh,exercise_2_41,Pugh.exercise_2_41,proof,test
"Assume that $A, B$ are compact, disjoint, nonempty subsets of $M$. Prove that there are $a_0 \in A$ and $b_0 \in B$ such that for all $a \in A$ and $b \in B$ we have $d(a_0, b_0) \leq d(a, b)$.","theorem exercise_2_46 {M : Type*} [MetricSpace M]
  {A B : Set M} (hA : IsCompact A) (hB : IsCompact B)
  (hAB : Disjoint A B) (hA₀ : A ≠ ∅) (hB₀ : B ≠ ∅) :
  ∃ a₀ b₀, a₀ ∈ A ∧ b₀ ∈ B ∧ ∀ (a : M) (b : M),
  a ∈ A → b ∈ B → dist a₀ b₀ ≤ dist a b :=
sorry","import Mathlib

open Filter Real Function
open scoped Topology
noncomputable section


","M : Type u_1
inst✝ : MetricSpace M
A, B : Set M
hA : IsCompact A
hB : IsCompact B
hAB : Disjoint A B
hA₀ : A ≠ ∅
hB₀ : B ≠ ∅
⊢ ∃ a₀ b₀, a₀ ∈ A ∧ b₀ ∈ B ∧ ∀ (a b : M), a ∈ A → b ∈ B → Dist.dist a₀ b₀ ≤ Dist.dist a b","['MetricSpace', 'Set', 'IsCompact', 'Disjoint', 'Dist.dist']",[],Pugh,exercise_2_46,Pugh.exercise_2_46,proof,test
"Show that if $S$ is connected, it is not true in general that its interior is connected.","theorem exercise_2_57 {X : Type*} [TopologicalSpace X]
  : ∃ (S : Set X), IsConnected S ∧ ¬ IsConnected (interior S) :=
sorry","import Mathlib

open Filter Real Function
open scoped Topology
noncomputable section


","X : Type u_1
inst✝ : TopologicalSpace X
⊢ ∃ S, IsConnected S ∧ ¬IsConnected (interior S)","['TopologicalSpace', 'IsConnected', 'interior']",[],Pugh,exercise_2_57,Pugh.exercise_2_57,proof,test
Give a direct proof that the nested decreasing intersection of nonempty covering compact sets is nonempty.,"theorem exercise_2_92 {α : Type*} [TopologicalSpace α]
  {s : ℕ → Set α}
  (hs : ∀ i, IsCompact (s i))
  (hs : ∀ i, (s i).Nonempty)
  (hs : ∀ i, (s i) ⊃ (s (i + 1))) :
  (⋂ i, s i).Nonempty :=
sorry","import Mathlib

open Filter Real Function
open scoped Topology
noncomputable section


","α : Type u_1
inst✝ : TopologicalSpace α
s : ℕ → Set α
hs✝¹ : ∀ (i : ℕ), IsCompact (s i)
hs✝ : ∀ (i : ℕ), Set.Nonempty (s i)
hs : ∀ (i : ℕ), s i ⊃ s (i + 1)
⊢ Set.Nonempty (⋂ i, s i)","['TopologicalSpace', 'Set', 'IsCompact', 'Set.Nonempty']",[],Pugh,exercise_2_92,Pugh.exercise_2_92,proof,test
Suppose that $E$ is an uncountable subset of $\mathbb{R}$. Prove that there exists a point $p \in \mathbb{R}$ at which $E$ condenses.,"theorem exercise_2_126 {E : Set ℝ}
  (hE : ¬ Set.Countable E) : ∃ (p : ℝ), ClusterPt p (𝓟 E) :=
sorry","import Mathlib

open Filter Real Function
open scoped Topology
noncomputable section


","E : Set ℝ
hE : ¬Set.Countable E
⊢ ∃ p, ClusterPt p (𝓟 E)","['Set', 'Set.Countable', 'ClusterPt']",[],Pugh,exercise_2_126,Pugh.exercise_2_126,proof,test
"Assume that $f \colon \mathbb{R} \rightarrow \mathbb{R}$ satisfies $|f(t)-f(x)| \leq|t-x|^{2}$ for all $t, x$. Prove that $f$ is constant.","theorem exercise_3_1 {f : ℝ → ℝ}
  (hf : ∀ x y, |f x - f y| ≤ |x - y| ^ 2) :
  ∃ c, f = λ x => c :=
sorry","import Mathlib

open Filter Real Function
open scoped Topology
noncomputable section


","f : ℝ → ℝ
hf : ∀ (x y : ℝ), |f x - f y| ≤ |x - y| ^ 2
⊢ ∃ c, f = fun x ↦ c",[],[],Pugh,exercise_3_1,Pugh.exercise_3_1,proof,test
